time_us,displacement_x_1.950m
0.00000000,0.00000000
0.20646937,0.00000000
0.41293875,0.00000000
0.61940812,0.00000000
0.82587749,0.00000000
1.03234687,0.00000000
1.23881624,0.00000000
1.44528562,0.00000000
1.65175499,0.00000000
1.85822436,0.00000000
2.06469374,0.00000000
2.27116311,0.00000000
2.47763248,0.00000000
2.68410186,0.00000000
2.89057123,0.00000000
3.09704061,0.00000000
3.30350998,0.00000000
3.50997935,0.00000000
3.71644873,0.00000000
3.92291810,0.00000000
4.12938747,0.00000000
4.33585685,0.00000000
4.54232622,0.00000000
4.74879560,0.00000000
4.95526497,0.00000000
5.16173434,0.00000000
5.36820372,0.00000000
5.57467309,0.00000000
5.78114246,0.00000000
5.98761184,0.00000000
6.19408121,0.00000000
6.40055058,0.00000000
6.60701996,0.00000000
6.81348933,0.00000000
7.01995871,0.00000000
7.22642808,0.00000000
7.43289745,0.00000000
7.63936683,0.00000000
7.84583620,0.00000000
8.05230557,0.00000000
8.25877495,0.00000000
8.46524432,0.00000000
8.67171370,0.00000000
8.87818307,0.00000000
9.08465244,0.00000000
9.29112182,0.00000000
9.49759119,0.00000000
9.70406056,0.00000000
9.91052994,0.00000000
10.11699931,0.00000000
10.32346869,0.00000000
10.52993806,0.00000000
10.73640743,0.00000000
10.94287681,0.00000000
11.14934618,0.00000000
11.35581555,0.00000000
11.56228493,0.00000000
11.76875430,0.00000000
11.97522368,0.00000000
12.18169305,0.00000000
12.38816242,0.00000000
12.59463180,0.00000000
12.80110117,0.00000000
13.00757054,0.00000000
13.21403992,0.00000000
13.42050929,0.00000000
13.62697866,0.00000000
13.83344804,0.00000000
14.03991741,0.00000000
14.24638679,0.00000000
14.45285616,0.00000000
14.65932553,0.00000000
14.86579491,0.00000000
15.07226428,0.00000000
15.27873365,0.00000000
15.48520303,0.00000000
15.69167240,0.00000000
15.89814178,0.00000000
16.10461115,0.00000000
16.31108052,0.00000000
16.51754990,0.00000000
16.72401927,0.00000000
16.93048864,0.00000000
17.13695802,0.00000000
17.34342739,0.00000000
17.54989677,0.00000000
17.75636614,0.00000000
17.96283551,0.00000000
18.16930489,0.00000000
18.37577426,0.00000000
18.58224363,0.00000000
18.78871301,0.00000000
18.99518238,0.00000000
19.20165175,0.00000000
19.40812113,0.00000000
19.61459050,0.00000000
19.82105988,0.00000000
20.02752925,0.00000000
20.23399862,0.00000000
20.44046800,0.00000000
20.64693737,0.00000000
20.85340674,0.00000000
21.05987612,0.00000000
21.26634549,0.00000000
21.47281487,0.00000000
21.67928424,0.00000000
21.88575361,0.00000000
22.09222299,0.00000000
22.29869236,0.00000000
22.50516173,0.00000000
22.71163111,0.00000000
22.91810048,0.00000000
23.12456986,0.00000000
23.33103923,0.00000000
23.53750860,0.00000000
23.74397798,0.00000000
23.95044735,0.00000000
24.15691672,0.00000000
24.36338610,0.00000000
24.56985547,0.00000000
24.77632485,0.00000000
24.98279422,0.00000000
25.18926359,0.00000000
25.39573297,0.00000000
25.60220234,0.00000000
25.80867171,0.00000000
26.01514109,0.00000000
26.22161046,0.00000000
26.42807983,0.00000000
26.63454921,0.00000000
26.84101858,0.00000000
27.04748796,0.00000000
27.25395733,0.00000000
27.46042670,0.00000000
27.66689608,0.00000000
27.87336545,0.00000000
28.07983482,0.00000000
28.28630420,0.00000000
28.49277357,0.00000000
28.69924295,0.00000000
28.90571232,0.00000000
29.11218169,0.00000000
29.31865107,0.00000000
29.52512044,0.00000000
29.73158981,0.00000000
29.93805919,0.00000000
30.14452856,-0.00000000
30.35099794,-0.00000000
30.55746731,-0.00000000
30.76393668,-0.00000000
30.97040606,-0.00000000
31.17687543,-0.00000000
31.38334480,-0.00000000
31.58981418,-0.00000000
31.79628355,-0.00000000
32.00275292,-0.00000000
32.20922230,-0.00000000
32.41569167,-0.00000000
32.62216105,-0.00000000
32.82863042,-0.00000000
33.03509979,-0.00000000
33.24156917,-0.00000000
33.44803854,-0.00000000
33.65450791,-0.00000000
33.86097729,-0.00000000
34.06744666,-0.00000000
34.27391604,-0.00000000
34.48038541,-0.00000000
34.68685478,-0.00000000
34.89332416,-0.00000000
35.09979353,-0.00000000
35.30626290,-0.00000000
35.51273228,-0.00000000
35.71920165,-0.00000000
35.92567103,-0.00000000
36.13214040,-0.00000000
36.33860977,-0.00000000
36.54507915,-0.00000000
36.75154852,-0.00000000
36.95801789,-0.00000000
37.16448727,-0.00000000
37.37095664,-0.00000000
37.57742602,-0.00000000
37.78389539,-0.00000000
37.99036476,-0.00000000
38.19683414,-0.00000000
38.40330351,-0.00000000
38.60977288,-0.00000000
38.81624226,-0.00000000
39.02271163,-0.00000000
39.22918100,-0.00000000
39.43565038,-0.00000000
39.64211975,-0.00000000
39.84858913,-0.00000000
40.05505850,0.00000000
40.26152787,0.00000000
40.46799725,0.00000000
40.67446662,-0.00000000
40.88093599,-0.00000000
41.08740537,-0.00000000
41.29387474,-0.00000000
41.50034412,0.00000000
41.70681349,0.00000000
41.91328286,-0.00000000
42.11975224,-0.00000000
42.32622161,-0.00000000
42.53269098,-0.00000000
42.73916036,0.00000000
42.94562973,0.00000000
43.15209911,0.00000000
43.35856848,0.00000000
43.56503785,-0.00000000
43.77150723,-0.00000000
43.97797660,0.00000000
44.18444597,0.00000000
44.39091535,0.00000000
44.59738472,0.00000000
44.80385409,0.00000000
45.01032347,0.00000000
45.21679284,0.00000000
45.42326222,0.00000000
45.62973159,0.00000000
45.83620096,0.00000000
46.04267034,0.00000000
46.24913971,0.00000000
46.45560908,0.00000000
46.66207846,0.00000000
46.86854783,0.00000000
47.07501721,0.00000000
47.28148658,0.00000000
47.48795595,0.00000000
47.69442533,0.00000000
47.90089470,0.00000000
48.10736407,0.00000000
48.31383345,0.00000000
48.52030282,0.00000000
48.72677220,0.00000000
48.93324157,0.00000000
49.13971094,0.00000000
49.34618032,0.00000000
49.55264969,0.00000000
49.75911906,0.00000000
49.96558844,0.00000000
50.17205781,0.00000000
50.37852719,0.00000000
50.58499656,0.00000000
50.79146593,0.00000000
50.99793531,0.00000000
51.20440468,0.00000000
51.41087405,0.00000000
51.61734343,0.00000000
51.82381280,0.00000000
52.03028217,0.00000000
52.23675155,0.00000000
52.44322092,0.00000000
52.64969030,0.00000000
52.85615967,0.00000000
53.06262904,0.00000000
53.26909842,0.00000000
53.47556779,0.00000000
53.68203716,0.00000000
53.88850654,0.00000000
54.09497591,0.00000000
54.30144529,0.00000000
54.50791466,0.00000000
54.71438403,0.00000000
54.92085341,0.00000000
55.12732278,0.00000000
55.33379215,0.00000000
55.54026153,0.00000000
55.74673090,0.00000000
55.95320028,0.00000000
56.15966965,0.00000000
56.36613902,0.00000000
56.57260840,0.00000000
56.77907777,0.00000000
56.98554714,0.00000000
57.19201652,0.00000000
57.39848589,0.00000000
57.60495526,0.00000000
57.81142464,0.00000000
58.01789401,0.00000000
58.22436339,0.00000000
58.43083276,0.00000000
